Rate,Rate_Accel,Rate_CV,SIP_Ent,SIPEnt_Change,SIPEnt_MA,Size_Std,SizeStd_Change,SizeStd_MA
-4.436488174661749e-06,-1.724741345923314e-07,-8.141029497434252e-07,-1.930202444537871e-05,9.85191502625905e-07,5.080170657396804e-05,-0.0002552241431989705,-2.2629761688858518e-05,-0.00027813173238300937
-8.737738996819812e-06,3.6722616936403207e-06,-0.00014915503203917992,0.012658151540178566,-9.749967027435087e-05,-0.006464408550857075,-0.03537324812304517,-0.024697876195981513,-0.04871682178528076
-0.0013402986613605793,5.373709854303802e-05,-0.00037292893314842097,0.014270700409152279,0.0002290139647172012,-0.002015343630388093,-0.031655479418685656,-0.04097291624958123,-0.12356006653321192
-0.0016052925192137192,1.386670803896072e-06,0.0025667973978995735,0.0002010578754268649,0.0015852177344291305,-0.004094252868814997,-0.09343453207745878,-0.03482590435226192,-0.03773164545962501
-0.003331962465640834,0.0009554286739274195,-0.000989506645480033,0.00031489291534714746,6.85323479369479e-05,0.014678086414410554,-0.15921972727842285,-0.040659471662957684,-0.1763288566244846
-0.0022241141729416225,0.00026399337712105657,-6.9330606255601e-05,0.00018888990072650627,-0.0007125190596459828,-0.01070283442772047,-0.02770018796353581,-0.019898171260535596,-0.02710843767228808
0.0018371420920437881,-0.001103103899423047,0.0010330028645560527,-0.026513210298250187,-0.00458521482648744,0.022155673353955418,0.037554484379768265,-0.05346971292624978,-0.26025305390120507
0.0013723981033247842,-0.0006670776705643233,0.0023895381149074513,-0.01377215718812058,-0.00430231166206081,-0.010527573000968874,-0.04545146922834428,-0.17358576351659527,-0.31707583536452216
-4.5687600835268607e-07,3.513372296768178e-08,-7.744908089451485e-08,1.1769455083561147e-06,9.577898197333449e-08,7.35433233557475e-07,-2.764250781306456e-06,-8.069886214898112e-07,-5.1652787718996935e-06
-7.853739092805258e-05,2.7300477009728954e-05,2.678197067690052e-05,0.00011737458550135431,-1.347435698099509e-05,-0.0005714406926869835,-0.0068763314651048135,-0.0027008966083949086,-0.0023465300634992587
-0.004380831585530168,0.00015320751213468003,-0.0009288980704279103,0.013959800558370006,-0.0016784614492688702,-0.0026415432992638477,-0.03862537359519575,-0.12236166298640694,-0.19468201686131809
0.0005708642622432533,8.408460148483853e-05,-0.00027735730102840353,-0.004116643167871846,-0.0003376781717865068,0.0004065902155989411,0.04629801257864361,0.016025042247572775,-0.07207422315389979
-0.0003925915089289882,1.2595565901954854e-05,2.5520654310172076e-05,-0.0032018694633328803,8.224615700994872e-06,0.0005964063667690644,-0.00439854263708357,0.00886089248706587,-0.021968067876586415
0.0021376358784126015,-0.0007402510570417584,-0.0006543590139081476,-0.03974120416993813,-0.0004507466760605976,0.02493887010612994,0.008012723397226848,-0.10603548877387274,-0.1970124176089785
0.006248064880705783,-0.0014737607370597955,0.001826006571584254,-0.03571749458723213,0.0018855438645239426,-0.022978012795270574,0.21423928793070676,0.3282365249851751,0.8608352513455422
-0.0003774733836602238,-1.0386359192567122e-05,-8.409161943103685e-05,0.0017971382398242746,0.00012201099338367296,-0.0016149530299942017,-0.011717244158209836,-0.00719994485930642,-0.02892425812070558
-1.53042679011355e-06,-2.138602266821216e-08,-2.2343978325119845e-07,1.1199709666482737e-06,2.032366781647183e-07,-1.9587923606925003e-06,-9.907486220321158e-06,2.3977993447234554e-06,-5.414619400606312e-05
-0.004688988410470152,-0.00014534146315237,0.0015745034374805055,-0.0415330565729399,0.03596902441823541,0.029837832015179595,0.2044413617844664,0.09791697819867787,0.3760609342095153
-0.001872859141150012,0.00023240508195758764,0.0005056997734174857,-0.02585046035452432,-0.0008623168377470646,0.01321909827367835,-0.02570613765100137,-0.07283757416161635,-0.1660321658297251
-0.004291631993174686,-0.0003031732680526659,0.0041525963442468295,0.044719303740471436,-0.0062797634410314,-0.07695553833114796,-0.27166488853203513,0.022370353232482626,-0.553680492060082
8.194735178424203e-06,1.3669702037464932e-05,0.002817458604009712,0.01113230639231747,-0.006196937066604961,-0.009219261130876528,-0.07147958972042948,-0.0885689926892735,-0.12026346639457572
-0.002159545984123923,-1.1941351955257539e-05,-0.0005081621651107457,0.019778754926457618,-0.003953782577922198,-0.0185048407709692,-0.08259839062891533,0.006757020792403292,-0.22293586723791387
0.013771538600756006,-0.0006763017787173488,0.0019895509808670712,-0.003712898292668158,0.006425111726554601,-0.03228495904763354,0.4288705747398711,-0.035083144198035356,0.6239735799273304
-9.571294423481612e-07,-2.6725133418432223e-08,-2.782689069431481e-07,3.7335663181001398e-06,1.7026293345170016e-07,1.7661713232468645e-06,-1.3352481977346089e-05,-3.645717567954732e-07,-1.5281705692678652e-05
0.008716417266434906,-0.0005072691703392386,-0.0014612166137364091,0.022776673184900648,-0.003100352595566117,-0.07557486965349793,0.6001474390131717,-0.18254508790190282,0.6386910698559464
-0.0020232298213385905,0.0002772279006436194,-0.0018815973624080446,-0.010592057184686454,-0.00528708569304245,0.0013563162545760623,-0.0660677173060656,-0.0741404448798644,-0.19483240721427708
-0.002580543363619024,-0.00029787116111034567,0.00021412488688380094,-0.051228657564390614,0.0025953677747625158,0.024078305570120542,0.2680900536025371,0.06880014801759471,0.5247382474940729
-0.0005457222332935387,0.0004450170821391076,-0.0003941212470982216,-0.0006007203783851118,0.0010427562704918181,-0.003068507673408379,-0.04443102067555655,-0.0348634589747323,-0.07938868284069824
0.015144046791730892,0.0005503424139767694,0.0007153336900036866,-0.005203079391054561,-0.006854963066074051,-0.07977423699506195,0.6542253253767497,0.04594888188069071,1.2384207665741895
-0.0012286368858305044,0.0005566721669386422,0.000882589621494916,-0.04782877885819193,-0.0026748425818811598,0.029821236348600205,-0.03953669515380645,-0.12468273427321544,-0.2038478233427073
-0.0020027291873022375,-2.6035615513706417e-05,-0.0011357921337986328,0.04715202826361271,9.552976000390493e-05,-0.0070542903604664565,-0.2804922430775764,-0.06434697559186747,-0.4210914435664085
0.0027585439088316393,0.00021284914964314047,0.00043259387146635817,0.030652230009470288,-0.00044127955350531525,0.02596873981961496,0.11759835572269074,0.07286464513534799,0.3143952698690139
0.009753755569445624,0.0002081976140074637,-0.0004915512761970557,-0.009089489642130124,0.003643594428985408,0.004832598188911578,-0.004895104833487995,0.19802681337494385,0.374319348110211
-0.000715946647015025,-3.358932701200715e-05,-0.0001295111557254892,-0.0009835852173901544,-0.0004003737977848091,0.006740378405868758,-0.032529266834881214,0.01755039262470962,-0.03811028406776715
0.0017548510671914286,-0.0008470195129725241,-0.00031200864261858146,0.011705627315739047,0.00010231971536246854,-0.00657535551987428,-0.15799922811459102,0.14391159026608571,0.07947312658159109
-0.0004853210887506626,6.498301429532103e-06,0.00018530295037978258,0.0027386699826204425,1.7985038470655313e-05,0.0002762189567420878,-0.022831799148667346,0.005901368718429421,-0.03580752337645377
0.0029060134692268664,0.00029597685355641743,0.0008428593865325846,-0.010557348236032523,-0.00027842633592337844,-0.024555654652132074,0.22659946350749627,0.13005413985495298,0.382180814994326
0.005205235977226841,0.00018492705841943857,-0.0034810187326446136,0.015928597687914863,-0.0047899539422612165,-0.052213294483092,-0.4238448103720823,-0.16551824201668466,0.05028667059429688
-0.006771052951053439,0.001126367811976501,-0.00014065450288145803,0.030942545170318955,-0.0015056252481003638,-0.020376137274893256,0.2803997272995671,0.2917617326595524,0.3711087595980424
0.0012933496548961894,0.00010747656536638945,0.0010137624856249407,0.002943666624110212,-0.004159514803333238,-0.003816737187441365,0.028424711289249515,0.029332069246680054,0.10887586034534494
-2.1753212700511125e-06,1.1223117969392602e-07,9.88101304304384e-07,-1.7792472531393961e-07,-1.240576474939671e-06,-1.2351642766735253e-07,-2.0016806277036617e-05,-1.3562487429528963e-05,-1.1924660112189477e-05
-0.0009747473484056626,0.0008959860467360442,0.0002577465051134917,-0.024729020772935196,-3.0565740403307244e-05,0.009582222506959335,-0.033845945825015614,-0.020210509082277558,-0.12306053705125165
0.004630153920789376,0.0012507655368680665,-0.0013577567168143049,-0.032794018542400154,0.007239974108438141,0.01616895706549607,0.2878392096086938,0.10099879121652988,0.7399957348707773
-0.00181308580245811,5.505490326663735e-06,0.0005957089832230318,-0.006596624435828851,-0.0009145712714497821,0.014413287716947014,-0.07105230320656672,0.04873046561878205,-0.10769912700555358
-0.0006110584756423368,0.00015138006921033902,9.72254188887484e-05,-2.831758464546228e-05,0.0003180748193549381,-0.0035452758508582455,-0.004912538513357603,-0.004158819031645161,-0.01705654651631887
-0.005859593998182586,0.0002618616817777423,-0.0009588312036503757,0.04291473256927872,0.0015457219861937925,0.004598138077666619,-0.19701867796924688,-0.018409383006960295,-0.31682978610237683
0.002111942250295032,-0.0005708199488883844,-0.0004743113607047097,-0.006494655134327433,-0.004341832312754359,0.004653555536724429,-0.22011637939531878,0.004655725777808746,-0.44524174303281855
0.00010594387926044983,-5.396451711839025e-05,0.00015430882182894043,0.001214126296913719,-0.00043203654334427637,-0.004352948168298049,-0.0658181042430409,-0.02158937841896222,-0.02478265587817089
-4.126029718844728e-08,2.7814899317129376e-09,1.1182612055992708e-07,-1.4667903135204417e-07,-1.381832482940248e-08,4.1650648045445033e-07,-7.472543178859326e-06,-1.9187386384091844e-06,-2.7401437628645445e-06
0.0010115369055376001,0.0003212686673105012,-2.7964549985217604e-05,0.003994658673912697,-0.0009272314082347225,0.0015948647580780392,-0.06656675277071462,-0.06082609175891937,-0.15597005261631966
-0.002696992663686107,-0.0001674569344575136,0.00029948335870525703,0.01986291254389345,-0.0018292868705253676,-0.027631507773805627,-0.13922793382665433,-0.04085086267884817,-0.19340704804609288
-1.141229404483541e-05,0.006311013378528135,0.001957801333608418,0.06589041900482767,-0.0002992496527370934,0.0014118405408758417,-0.010628269331596482,0.12578353897863848,0.6262876334511294
-2.799761142667105e-06,1.1524670106806705e-07,1.5363767626539856e-07,-2.5151492994092737e-06,2.55384184121052e-06,2.580238674466093e-06,-7.055947843110362e-06,-2.33317951380679e-05,-6.0263820983112977e-05
-0.0023233370070006886,0.000805320331733524,5.783976121235155e-05,-0.0006872315387357662,0.003950833653396283,-0.001394116485640008,-0.11422433936785932,-0.06177875621204808,-0.02161214438180904
